datetime_utc,Receiver,Transmitter,Station Name,Latitude,Longitude,Data source
2017-09-26 03:24:00,VR2Tx-480583,A69-9001-18224,LBP,27.42742,-82.63168,SCAN
2017-09-26 03:26:00,VR2Tx-480583,A69-9001-18224,LBP,27.42742,-82.63168,SCAN
2017-09-26 03:28:00,VR2Tx-480583,A69-9001-18224,LBP,27.42742,-82.63168,SCAN
2017-09-26 03:32:00,VR2Tx-480583,A69-9001-18224,LBP,27.42742,-82.63168,SCAN
2017-09-26 03:36:00,VR2Tx-480583,A69-9001-18224,LBP,27.42742,-82.63168,SCAN
2017-09-26 04:07:00,VR2Tx-480583,A69-9001-18224,LBP,27.42742,-82.63168,SCAN
2017-09-26 04:09:00,VR2Tx-480583,A69-9001-18224,LBP,27.42742,-82.63168,SCAN
2017-09-26 04:16:00,VR2Tx-480583,A69-9001-18224,LBP,27.42742,-82.63168,SCAN
2017-09-26 04:17:00,VR2Tx-480583,A69-9001-18224,LBP,27.42742,-82.63168,SCAN
2017-09-26 04:19:00,VR2Tx-480583,A69-9001-18224,LBP,27.42742,-82.63168,SCAN
2017-09-26 04:21:00,VR2Tx-480583,A69-9001-18224,LBP,27.42742,-82.63168,SCAN
2017-09-26 04:24:00,VR2Tx-480583,A69-9001-18224,LBP,27.42742,-82.63168,SCAN
2017-09-26 04:26:00,VR2Tx-480583,A69-9001-18224,LBP,27.42742,-82.63168,SCAN
2017-09-26 04:28:00,VR2Tx-480583,A69-9001-18224,LBP,27.42742,-82.63168,SCAN
2017-09-26 04:30:00,VR2Tx-480583,A69-9001-18224,LBP,27.42742,-82.63168,SCAN
2017-09-26 04:31:00,VR2Tx-480583,A69-9001-18224,LBP,27.42742,-82.63168,SCAN
2017-09-26 04:33:00,VR2Tx-480583,A69-9001-18224,LBP,27.42742,-82.63168,SCAN
2017-09-26 04:35:00,VR2Tx-480583,A69-9001-18224,LBP,27.42742,-82.63168,SCAN
2017-09-26 04:41:00,VR2Tx-480583,A69-9001-18224,LBP,27.42742,-82.63168,SCAN
